user_id,最近一次购买时间
1008287,2017-12-02
1008289,2017-12-02
1008295,2017-11-26
1008302,2017-12-02
1008323,2017-12-03
1008333,2017-11-30
1008349,2017-12-02
1008366,2017-11-29
1008370,2017-12-03
1008376,2017-11-29
1008378,2017-12-03
1008380,2017-11-29
1008382,2017-11-27
1008385,2017-11-28
1008387,2017-12-01
1008391,2017-12-03
1008392,2017-12-02
1008401,2017-11-27
1008405,2017-11-30
1008411,2017-11-26
1008415,2017-11-25
1008418,2017-11-30
1008425,2017-12-03
1008427,2017-12-02
1008429,2017-11-27
1008430,2017-12-03
100847,2017-12-01
1008481,2017-11-28
1008485,2017-12-02
1008489,2017-11-25
1008500,2017-11-27
1008502,2017-11-28
1008531,2017-11-30
1008557,2017-12-03
100856,2017-12-03
1008586,2017-12-03
1008587,2017-12-02
1008590,2017-12-02
10086,2017-11-29
100860,2017-12-03
1008612,2017-11-26
1008614,2017-12-03
1008615,2017-12-02
100865,2017-12-01
1008652,2017-12-01
1008661,2017-12-02
1008665,2017-11-28
1008674,2017-11-30
1008681,2017-12-01
1008684,2017-12-03
1008685,2017-12-03
1008698,2017-12-03
100871,2017-12-02
1008711,2017-11-26
1008726,2017-12-03
1008729,2017-12-02
1008733,2017-11-30
1008737,2017-11-25
1008744,2017-11-29
1008748,2017-11-30
1008749,2017-11-25
1008757,2017-12-02
1008764,2017-11-28
100877,2017-11-26
1008777,2017-12-02
1008779,2017-12-01
1008786,2017-12-03
1008791,2017-11-28
1008793,2017-12-02
1008794,2017-12-02
1008799,2017-11-28
1008820,2017-12-01
1008829,2017-11-30
1008830,2017-11-28
1008832,2017-11-26
1008834,2017-11-30
1008842,2017-12-03
1008846,2017-12-03
1008849,2017-11-30
1008860,2017-12-01
1008868,2017-11-26
1008870,2017-11-28
1008879,2017-12-02
1008882,2017-12-02
1008883,2017-11-29
1008891,2017-12-01
1008899,2017-11-27
1008904,2017-12-03
1008905,2017-11-30
1008906,2017-11-29
1008909,2017-11-26
100891,2017-11-27
1008916,2017-12-03
100893,2017-11-30
1008933,2017-12-02
1008934,2017-12-02
1008938,2017-11-30
1008956,2017-11-29
1008961,2017-12-03
1008963,2017-12-02
1008972,2017-12-02
1008985,2017-11-27
1008993,2017-11-30
1008994,2017-11-30
1009003,2017-11-30
1009005,2017-12-01
100901,2017-12-01
1009011,2017-12-01
1009013,2017-12-01
1009021,2017-12-01
1009023,2017-11-25
1009026,2017-12-03
1009046,2017-12-03
1009050,2017-11-25
1009056,2017-12-03
1009070,2017-12-02
1009073,2017-11-26
1009104,2017-12-03
1009107,2017-11-26
1009121,2017-12-02
1009123,2017-12-01
1009129,2017-12-03
1009135,2017-12-03
1009141,2017-11-26
1009153,2017-12-03
1009155,2017-11-29
1009158,2017-12-02
1009165,2017-12-01
10092,2017-11-28
1009202,2017-12-02
1009211,2017-12-03
1009217,2017-12-01
1009221,2017-12-03
1009225,2017-11-30
1009233,2017-11-30
1009237,2017-11-28
1009243,2017-12-03
100925,2017-12-03
1009254,2017-11-30
1009257,2017-11-29
100927,2017-11-26
1009283,2017-11-26
1009285,2017-12-01
1009291,2017-12-02
1009322,2017-11-26
1009328,2017-12-03
100933,2017-11-28
1009352,2017-12-03
1009384,2017-11-30
1009385,2017-11-26
1009391,2017-12-03
1009396,2017-11-30
1009402,2017-12-02
1009405,2017-11-30
1009407,2017-12-03
1009410,2017-12-01
1009415,2017-11-27
1009417,2017-12-01
1009418,2017-11-26
1009420,2017-12-02
1009424,2017-11-26
1009437,2017-12-03
1009440,2017-11-30
1009441,2017-12-01
1009457,2017-12-03
1009465,2017-12-02
1009469,2017-11-29
1009472,2017-12-03
1009501,2017-12-02
1009508,2017-12-03
1009512,2017-12-01
1009516,2017-12-02
1009524,2017-12-03
1009529,2017-12-03
1009532,2017-12-02
1009533,2017-11-28
1009542,2017-12-01
1009551,2017-12-03
1009553,2017-11-28
1009558,2017-11-25
1009559,2017-12-02
1009575,2017-12-03
1009587,2017-12-03
10096,2017-11-27
1009608,2017-12-03
1009611,2017-12-03
1009619,2017-12-02
1009623,2017-11-30
1009626,2017-11-29
1009630,2017-11-29
1009639,2017-12-03
1009645,2017-12-03
1009657,2017-11-30
1009666,2017-12-01
1009673,2017-12-03
1009684,2017-12-03
1009687,2017-11-27
100970,2017-11-25
1009712,2017-11-30
1009718,2017-12-01
1009719,2017-12-02
1009722,2017-11-29
1009724,2017-11-25
1009741,2017-11-29
1009748,2017-12-03
1009753,2017-12-03
1009765,2017-11-28
1009768,2017-12-02
100977,2017-11-27
1009771,2017-12-02
1009776,2017-11-26
1009798,2017-11-28
1009803,2017-12-02
1009822,2017-12-03
1009825,2017-11-26
1009832,2017-11-28
1009833,2017-12-03
1009853,2017-12-03
1009859,2017-11-27
1009860,2017-11-25
1009869,2017-12-01
1009880,2017-12-01
1009884,2017-11-28
1009888,2017-12-03
1009898,2017-12-03
100992,2017-12-02
1009932,2017-12-01
1009933,2017-11-28
1009934,2017-12-02
1009938,2017-11-29
1009940,2017-11-26
1009947,2017-11-25
1009948,2017-11-30
1009949,2017-12-03
1009950,2017-12-02
1009982,2017-11-27
1009997,2017-12-03
1010001,2017-11-27
1010006,2017-11-27
101001,2017-12-03
1010016,2017-12-02
1010017,2017-12-03
101003,2017-11-30
1010032,2017-12-01
1010040,2017-12-03
1010043,2017-12-01
1010044,2017-11-30
1010047,2017-11-28
1010050,2017-11-25
1010051,2017-12-02
1010079,2017-12-02
101008,2017-12-03
1010088,2017-12-01
1010093,2017-12-01
1010121,2017-11-28
1010125,2017-12-02
1010129,2017-11-27
101013,2017-12-01
1010133,2017-12-01
1010149,2017-12-01
1010155,2017-11-29
1010157,2017-12-03
1010170,2017-12-03
1010173,2017-11-28
1010177,2017-12-02
1010189,2017-12-03
1010198,2017-12-02
1010199,2017-11-28
1010204,2017-11-28
1010205,2017-12-02
1010208,2017-11-30
101021,2017-11-26
1010210,2017-11-29
1010211,2017-11-27
1010214,2017-11-27
1010215,2017-11-25
1010219,2017-12-02
101023,2017-12-01
1010231,2017-11-26
1010238,2017-11-30
101024,2017-11-28
1010254,2017-11-30
1010263,2017-11-25
1010267,2017-11-28
1010269,2017-11-29
1010279,2017-12-02
1010280,2017-12-03
1010281,2017-12-03
1010288,2017-12-02
1010299,2017-12-03
1010306,2017-12-02
1010311,2017-11-27
1010325,2017-11-30
1010327,2017-11-26
101033,2017-12-01
1010330,2017-12-02
1010333,2017-12-02
1010343,2017-11-30
1010347,2017-11-28
1010362,2017-12-01
1010373,2017-12-03
1010376,2017-12-03
1010381,2017-12-03
1010391,2017-11-29
1010396,2017-12-03
1010399,2017-12-01
1010411,2017-11-30
1010416,2017-11-28
1010418,2017-12-01
1010427,2017-12-03
1010433,2017-12-02
1010439,2017-11-27
1010445,2017-12-03
1010453,2017-12-03
1010455,2017-12-03
1010456,2017-12-02
101047,2017-12-03
1010478,2017-12-03
1010480,2017-11-27
1010504,2017-12-02
1010507,2017-11-27
1010508,2017-12-02
1010510,2017-11-30
1010515,2017-11-29
1010519,2017-12-02
1010533,2017-11-29
1010534,2017-11-27
1010536,2017-11-29
1010537,2017-11-29
1010539,2017-11-27
101056,2017-11-25
1010560,2017-11-30
1010564,2017-12-02
1010566,2017-11-27
1010568,2017-12-01
1010572,2017-12-03
101058,2017-11-29
1010582,2017-11-28
1010583,2017-11-30
1010590,2017-11-30
1010593,2017-12-03
1010596,2017-12-01
1010598,2017-12-02
1010599,2017-11-29
1010603,2017-12-02
1010608,2017-11-30
1010611,2017-11-26
1010612,2017-12-02
101063,2017-11-30
1010630,2017-12-03
1010638,2017-12-03
1010641,2017-11-26
1010655,2017-12-01
1010658,2017-12-02
1010664,2017-11-30
1010690,2017-12-03
1010691,2017-12-03
1010694,2017-12-03
1010697,2017-11-30
1010704,2017-12-01
1010706,2017-11-30
1010711,2017-11-30
1010713,2017-12-03
1010736,2017-11-30
1010754,2017-12-02
1010755,2017-12-02
1010765,2017-12-03
1010780,2017-12-03
1010783,2017-11-29
1010784,2017-12-02
1010785,2017-12-02
1010806,2017-11-30
1010816,2017-11-30
1010817,2017-12-03
101082,2017-12-02
1010836,2017-11-28
1010839,2017-12-03
101084,2017-11-28
1010853,2017-11-25
1010857,2017-12-03
1010861,2017-12-03
1010864,2017-12-02
1010869,2017-12-03
1010870,2017-12-03
1010874,2017-12-01
101088,2017-12-02
1010896,2017-12-01
1010899,2017-12-01
1010912,2017-11-30
1010915,2017-12-03
1010919,2017-11-30
101092,2017-12-02
1010944,2017-11-30
1010945,2017-11-29
1010947,2017-11-30
1010953,2017-11-30
101096,2017-12-02
1010978,2017-12-01
1010981,2017-11-29
1010995,2017-11-27
1011004,2017-11-30
1011005,2017-12-02
101101,2017-11-30
1011017,2017-12-01
1011021,2017-11-29
1011024,2017-11-28
1011030,2017-12-02
1011036,2017-11-29
101104,2017-11-30
1011050,2017-12-02
1011052,2017-11-27
1011062,2017-11-25
1011072,2017-11-29
1011079,2017-12-03
1011084,2017-11-30
1011086,2017-11-26
1011092,2017-11-27
1011096,2017-11-29
10111,2017-11-28
1011100,2017-12-02
1011108,2017-12-02
1011118,2017-11-30
101112,2017-11-30
1011120,2017-11-29
1011128,2017-11-29
101114,2017-12-02
1011169,2017-12-01
1011171,2017-12-01
1011172,2017-12-01
1011173,2017-11-29
1011181,2017-12-03
1011202,2017-11-25
1011207,2017-11-29
1011214,2017-11-27
1011217,2017-11-25
1011219,2017-12-01
1011222,2017-11-30
1011227,2017-11-26
1011235,2017-11-28
1011248,2017-12-03
1011254,2017-12-03
1011258,2017-11-25
1011266,2017-12-01
1011272,2017-12-02
1011290,2017-11-27
1011293,2017-11-30
1011322,2017-12-03
1011326,2017-12-02
1011332,2017-11-29
1011340,2017-11-28
1011361,2017-11-29
1011365,2017-11-30
1011387,2017-12-03
1011388,2017-11-30
1011390,2017-12-02
1011391,2017-11-28
1011397,2017-12-03
10114,2017-11-30
1011400,2017-11-30
1011402,2017-11-25
1011409,2017-12-03
1011415,2017-11-29
1011419,2017-11-27
1011420,2017-12-02
1011431,2017-11-30
101144,2017-12-03
1011470,2017-12-02
1011487,2017-12-03
1011490,2017-11-28
1011499,2017-12-03
101150,2017-12-02
1011521,2017-11-30
1011527,2017-12-03
1011529,2017-11-25
1011565,2017-12-03
1011567,2017-12-03
101157,2017-11-29
1011574,2017-11-27
1011581,2017-12-03
1011591,2017-12-03
1011624,2017-11-27
1011631,2017-11-30
1011633,2017-12-01
1011647,2017-12-03
1011648,2017-12-02
101165,2017-12-02
1011651,2017-12-02
1011652,2017-12-03
1011655,2017-12-03
1011656,2017-11-29
1011669,2017-11-30
1011676,2017-11-28
1011681,2017-11-28
1011685,2017-11-29
1011697,2017-11-30
1011698,2017-11-28
1011699,2017-12-02
1011703,2017-11-27
1011704,2017-12-03
1011705,2017-11-28
1011709,2017-11-30
1011725,2017-12-03
1011729,2017-11-30
1011730,2017-12-02
1011745,2017-11-28
1011749,2017-12-02
1011752,2017-12-03
1011758,2017-11-28
1011760,2017-12-02
1011773,2017-11-27
1011789,2017-12-01
1011793,2017-12-03
1011799,2017-12-03
1011802,2017-12-03
1011816,2017-11-28
101182,2017-12-03
1011826,2017-11-26
1011828,2017-12-01
1011839,2017-11-28
1011841,2017-11-26
1011867,2017-12-01
1011868,2017-12-03
1011872,2017-12-03
101188,2017-12-01
1011880,2017-12-02
1011886,2017-11-30
101189,2017-11-29
1011891,2017-11-29
1011892,2017-12-01
101190,2017-12-02
1011911,2017-11-25
1011919,2017-12-03
1011921,2017-11-25
1011923,2017-12-02
1011937,2017-12-03
1011943,2017-12-03
1011960,2017-12-03
1011961,2017-12-03
1011981,2017-12-02
1011986,2017-12-03
1011992,2017-12-03
1011996,2017-12-03
1012000,2017-12-02
1012002,2017-12-02
1012012,2017-11-28
1012017,2017-12-03
1012022,2017-12-03
1012028,2017-11-29
1012031,2017-11-26
1012033,2017-12-02
101204,2017-11-29
1012040,2017-12-02
1012048,2017-11-30
1012050,2017-11-30
1012060,2017-12-03
1012062,2017-12-03
1012070,2017-12-03
1012075,2017-11-30
1012082,2017-11-29
1012086,2017-12-01
1012093,2017-11-29
101210,2017-11-28
1012102,2017-11-30
1012104,2017-12-02
1012105,2017-11-30
1012110,2017-12-03
1012116,2017-11-28
101212,2017-12-03
1012125,2017-12-03
1012133,2017-12-02
1012148,2017-12-03
1012155,2017-12-03
1012164,2017-12-03
101217,2017-12-02
1012191,2017-11-30
1012198,2017-12-01
1012208,2017-12-02
1012222,2017-12-03
1012232,2017-12-03
1012237,2017-12-01
1012252,2017-11-26
1012257,2017-11-26
1012275,2017-12-03
1012277,2017-11-30
1012284,2017-11-27
1012287,2017-12-01
1012290,2017-11-30
1012293,2017-11-29
1012296,2017-12-03
1012298,2017-12-03
1012299,2017-11-30
101230,2017-12-03
101231,2017-11-29
1012313,2017-11-25
1012333,2017-12-02
1012338,2017-11-30
1012344,2017-12-03
1012352,2017-11-25
1012358,2017-12-03
1012373,2017-12-02
1012380,2017-12-02
101239,2017-12-03
1012395,2017-11-30
1012403,2017-12-02
1012411,2017-11-30
1012415,2017-12-03
1012420,2017-12-03
1012426,2017-12-02
1012445,2017-11-29
101245,2017-11-30
1012459,2017-12-02
1012467,2017-11-25
101249,2017-12-03
1012469,2017-12-03
1012472,2017-12-02
1012474,2017-12-01
1012478,2017-11-29
1012489,2017-11-26
1012498,2017-12-03
1012501,2017-12-02
1012512,2017-11-29
1012516,2017-11-30
1012524,2017-11-29
1012525,2017-12-02
1012528,2017-11-27
1012534,2017-11-28
1012535,2017-12-02
1012536,2017-12-02
1012541,2017-12-03
1012550,2017-11-30
1012553,2017-12-02
1012578,2017-11-28
1012579,2017-11-30
1012597,2017-11-28
101260,2017-11-29
1012611,2017-11-30
1012621,2017-12-02
1012626,2017-11-25
1012638,2017-11-29
1012639,2017-11-28
1012645,2017-12-01
1012647,2017-11-29
1012651,2017-12-02
1012661,2017-12-01
1012664,2017-12-03
1012665,2017-11-29
1012667,2017-12-03
1012670,2017-12-03
1012673,2017-11-27
1012677,2017-11-27
1012682,2017-12-03
101269,2017-12-03
1012693,2017-12-02
1012727,2017-11-26
1012731,2017-12-01
1012736,2017-12-02
1012737,2017-11-27
1012741,2017-11-29
1012743,2017-12-01
1012745,2017-12-03
1012774,2017-11-27
1012784,2017-11-28
1012793,2017-12-02
1012795,2017-12-02
10128,2017-11-25
1012804,2017-12-03
1012806,2017-12-03
1012808,2017-12-03
1012819,2017-11-30
1012826,2017-11-30
1012830,2017-11-30
1012841,2017-11-30
1012849,2017-11-29
1012851,2017-11-30
1012881,2017-12-01
1012883,2017-11-25
1012894,2017-12-02
1012895,2017-12-03
1012896,2017-11-27
1012904,2017-12-01
1012911,2017-12-01
1012915,2017-11-28
1012919,2017-12-01
1012925,2017-12-01
1012927,2017-12-01
1012945,2017-12-02
1012947,2017-12-01
1012950,2017-11-30
101296,2017-11-25
1012967,2017-11-27
1012985,2017-11-30
1012989,2017-11-30
101300,2017-11-25
1013004,2017-12-01
1013013,2017-12-03
1013015,2017-12-03
1013021,2017-11-30
1013023,2017-11-28
1013026,2017-12-01
1013027,2017-12-01
101303,2017-12-03
1013030,2017-12-02
1013033,2017-11-25
101305,2017-12-03
101306,2017-12-01
1013063,2017-12-03
1013086,2017-11-27
1013088,2017-11-30
1013089,2017-12-01
1013097,2017-11-26
1013118,2017-12-02
101312,2017-12-03
1013124,2017-12-02
101313,2017-11-25
1013131,2017-12-03
1013133,2017-11-25
1013136,2017-12-02
1013150,2017-11-25
1013160,2017-11-26
1013162,2017-11-30
1013169,2017-12-02
1013171,2017-11-30
1013180,2017-12-03
1013183,2017-12-01
101319,2017-11-30
1013194,2017-11-29
101320,2017-11-29
1013202,2017-12-03
1013209,2017-12-03
101321,2017-12-02
1013232,2017-11-29
1013238,2017-12-02
1013240,2017-12-02
1013254,2017-11-30
101326,2017-11-29
1013265,2017-12-03
1013276,2017-12-02
1013277,2017-12-03
1013291,2017-12-03
1013305,2017-12-03
1013311,2017-11-28
1013313,2017-11-25
1013317,2017-12-01
1013323,2017-12-02
1013336,2017-12-02
1013338,2017-12-03
1013343,2017-11-30
101335,2017-12-02
1013355,2017-11-25
1013359,2017-12-03
1013362,2017-11-27
1013364,2017-12-01
1013365,2017-12-03
1013366,2017-11-26
1013370,2017-11-29
1013376,2017-12-02
1013381,2017-12-03
101339,2017-12-02
1013396,2017-12-03
101340,2017-11-28
1013423,2017-11-29
101343,2017-11-25
1013445,2017-11-30
101345,2017-11-26
1013456,2017-11-27
1013492,2017-12-03
1013494,2017-12-03
1013497,2017-12-03
10135,2017-12-02
1013501,2017-12-01
1013511,2017-11-25
101352,2017-11-26
1013525,2017-12-01
1013526,2017-12-02
1013531,2017-11-29
1013559,2017-11-27
1013563,2017-12-02
1013574,2017-11-29
1013579,2017-12-01
1013581,2017-11-30
1013582,2017-11-28
1013585,2017-11-26
1013586,2017-12-02
1013593,2017-12-03
1013600,2017-12-02
1013606,2017-12-03
1013611,2017-12-03
1013615,2017-11-26
1013619,2017-12-02
1013635,2017-11-28
1013649,2017-12-02
1013652,2017-12-02
1013655,2017-11-29
1013678,2017-12-02
1013687,2017-12-02
1013690,2017-11-30
1013691,2017-12-01
1013697,2017-12-02
1013702,2017-12-03
1013706,2017-11-29
1013709,2017-11-30
1013711,2017-11-27
1013712,2017-11-25
1013728,2017-12-02
1013742,2017-11-29
1013747,2017-11-30
1013754,2017-11-25
1013765,2017-12-02
1013773,2017-11-25
1013774,2017-11-28
1013775,2017-11-28
1013785,2017-11-29
1013787,2017-12-02
101381,2017-12-03
1013822,2017-12-03
1013829,2017-11-30
1013830,2017-11-30
1013835,2017-11-26
1013844,2017-11-29
1013847,2017-11-28
1013875,2017-12-03
1013877,2017-12-03
1013889,2017-12-03
1013893,2017-12-02
1013898,2017-11-29
10139,2017-11-29
1013907,2017-11-28
101391,2017-11-29
1013911,2017-11-26
101392,2017-12-02
1013920,2017-12-02
1013929,2017-11-28
101393,2017-12-02
1013933,2017-12-01
1013934,2017-11-28
1013938,2017-11-30
101394,2017-12-02
1013942,2017-11-30
1013943,2017-12-03
1013955,2017-11-28
1013961,2017-12-03
1013967,2017-12-03
1013980,2017-11-26
1013991,2017-12-03
101402,2017-11-30
1014022,2017-12-02
1014025,2017-11-29
1014032,2017-12-02
1014034,2017-12-01
1014035,2017-12-01
1014043,2017-11-29
1014045,2017-12-03
1014046,2017-12-02
1014048,2017-12-02
1014055,2017-12-03
1014059,2017-12-02
1014064,2017-11-28
1014069,2017-12-03
1014072,2017-12-03
1014088,2017-11-27
1014096,2017-11-27
1014108,2017-11-28
1014114,2017-12-01
101413,2017-12-03
1014150,2017-11-25
1014152,2017-12-02
1014153,2017-11-27
1014154,2017-11-30
1014156,2017-12-02
1014166,2017-11-27
101417,2017-12-03
1014171,2017-11-30
1014176,2017-11-25
101418,2017-11-29
1014180,2017-11-26
1014192,2017-12-01
1014197,2017-12-02
1014199,2017-12-02
101420,2017-12-03
1014207,2017-11-26
1014215,2017-11-30
101422,2017-12-03
1014237,2017-12-03
1014243,2017-12-03
1014245,2017-11-30
1014248,2017-12-03
1014265,2017-12-01
1014275,2017-12-02
1014279,2017-12-02
1014281,2017-12-03
1014286,2017-11-26
1014290,2017-12-02
1014291,2017-12-02
1014303,2017-12-02
1014309,2017-11-29
101431,2017-11-30
1014313,2017-12-01
1014321,2017-11-27
1014326,2017-11-28
101433,2017-11-30
1014332,2017-11-30
101434,2017-12-02
1014341,2017-12-03
1014344,2017-12-03
1014350,2017-12-01
1014352,2017-11-30
1014357,2017-12-01
1014358,2017-12-02
1014362,2017-11-26
1014366,2017-11-27
1014391,2017-11-26
1014418,2017-11-29
1014427,2017-12-01
1014431,2017-12-03
1014434,2017-11-29
1014436,2017-12-03
1014446,2017-11-29
1014449,2017-11-30
1014458,2017-12-02
1014460,2017-12-01
1014467,2017-11-27
1014472,2017-11-28
1014475,2017-11-29
1014477,2017-11-30
101448,2017-11-28
1014508,2017-11-26
1014517,2017-12-03
1014519,2017-11-28
1014544,2017-12-03
1014550,2017-12-03
1014557,2017-12-01
101457,2017-12-02
1014570,2017-11-30
1014577,2017-12-02
1014597,2017-12-03
10146,2017-12-02
1014605,2017-11-28
1014609,2017-12-01
1014610,2017-12-03
1014614,2017-12-03
1014617,2017-12-03
1014626,2017-12-02
1014629,2017-12-03
1014633,2017-11-28
1014637,2017-11-29
1014642,2017-11-29
1014647,2017-12-03
1014652,2017-12-03
1014667,2017-12-03
1014679,2017-11-30
1014688,2017-11-29
1014694,2017-11-28
1014695,2017-12-03
1014696,2017-12-03
1014704,2017-11-28
1014708,2017-11-30
1014715,2017-11-25
1014716,2017-12-03
101473,2017-12-02
1014732,2017-11-30
1014736,2017-11-27
101474,2017-12-02
1014742,2017-11-28
1014755,2017-11-30
1014758,2017-11-30
1014778,2017-11-28
1014782,2017-11-30
1014786,2017-12-02
1014789,2017-12-02
1014805,2017-11-27
1014817,2017-12-03
1014838,2017-12-03
1014840,2017-11-30
1014846,2017-12-03
1014858,2017-11-29
1014870,2017-11-30
1014880,2017-12-03
101489,2017-12-03
1014896,2017-12-02
1014907,2017-12-03
1014909,2017-11-28
1014912,2017-12-02
1014917,2017-11-30
1014932,2017-12-01
1014933,2017-12-01
1014935,2017-12-03
1014939,2017-12-02
1014955,2017-12-03
1014959,2017-11-30
1014977,2017-11-30
1014988,2017-11-29
1014989,2017-11-30
10150,2017-12-02
1015007,2017-11-26
1015014,2017-11-27
101502,2017-11-27
1015027,2017-12-01
1015031,2017-11-27
1015032,2017-12-03
1015045,2017-12-02
1015047,2017-12-03
1015055,2017-12-02
1015060,2017-12-02
1015065,2017-12-02
1015075,2017-12-01
1015076,2017-11-30
1015077,2017-11-28
1015090,2017-12-02
1015099,2017-12-01
1015103,2017-12-01
1015112,2017-12-01
1015115,2017-11-30
1015117,2017-12-03
1015126,2017-11-26
1015130,2017-12-02
1015143,2017-11-29
101515,2017-12-03
101516,2017-11-30
1015171,2017-11-30
1015181,2017-12-02
1015184,2017-12-03
1015186,2017-12-02
1015193,2017-12-02
1015219,2017-11-30
1015228,2017-11-25
1015229,2017-12-03
1015234,2017-12-03
1015237,2017-12-01
1015250,2017-12-03
1015253,2017-12-02
1015255,2017-12-03
101526,2017-12-01
101527,2017-12-03
1015272,2017-12-01
1015278,2017-12-02
1015279,2017-12-02
101528,2017-12-01
1015280,2017-12-02
1015283,2017-11-29
1015299,2017-12-02
1015305,2017-12-03
1015328,2017-11-29
1015330,2017-12-02
1015342,2017-12-02
1015344,2017-12-02
1015357,2017-12-03
1015360,2017-11-30
1015375,2017-11-30
1015386,2017-12-02
1015394,2017-11-30
1015399,2017-11-26
10154,2017-11-25
1015403,2017-12-02
1015408,2017-12-03
1015421,2017-12-02
1015430,2017-11-28
1015449,2017-12-01
1015454,2017-12-03
1015458,2017-12-02
1015460,2017-12-02
1015469,2017-12-03
1015471,2017-11-29
1015472,2017-12-02
1015502,2017-12-01
1015531,2017-11-27
1015539,2017-11-30
1015545,2017-12-03
1015548,2017-11-29
1015551,2017-12-01
1015554,2017-12-03
101556,2017-12-03
1015568,2017-11-27
1015571,2017-11-27
1015572,2017-12-03
1015573,2017-12-01
1015574,2017-12-01
1015578,2017-12-03
1015582,2017-12-03
1015588,2017-11-28
1015591,2017-11-30
1015592,2017-12-03
10156,2017-12-02
1015600,2017-12-02
1015602,2017-12-02
1015621,2017-11-28
1015628,2017-11-28
1015645,2017-11-27
1015656,2017-12-02
1015659,2017-11-25
1015673,2017-12-03
1015678,2017-11-29
1015693,2017-11-27
1015695,2017-12-03
1015702,2017-12-01
1015706,2017-12-03
1015718,2017-11-28
1015719,2017-11-30
1015720,2017-11-26
1015740,2017-12-03
1015742,2017-12-02
1015745,2017-11-25
101575,2017-11-28
1015754,2017-12-03
1015756,2017-11-30
1015760,2017-12-03
1015763,2017-11-30
1015770,2017-11-29
1015772,2017-12-01
1015779,2017-11-29
1015780,2017-12-01
1015784,2017-12-03
1015787,2017-12-03
1015794,2017-12-03
1015809,2017-11-29
1015811,2017-11-28
1015814,2017-11-27
101583,2017-12-02
1015831,2017-12-02
1015840,2017-11-29
1015846,2017-12-03
1015852,2017-11-30
1015856,2017-12-03
1015870,2017-12-02
1015875,2017-12-01
1015886,2017-12-03
1015887,2017-11-30
1015888,2017-12-03
101589,2017-12-03
1015890,2017-12-02
1015903,2017-11-27
1015907,2017-12-03
1015910,2017-12-01
1015962,2017-12-03
1015966,2017-12-03
1015974,2017-11-30
1015981,2017-11-28
1015982,2017-12-02
1015986,2017-12-02
1015988,2017-12-02
101599,2017-12-02
1016016,2017-12-03
1016018,2017-11-27
1016020,2017-12-02
1016024,2017-12-03
1016026,2017-12-02
1016054,2017-12-03
101606,2017-11-30
1016068,2017-11-27
1016078,2017-11-29
1016079,2017-11-29
1016083,2017-11-29
1016093,2017-12-03
1016129,2017-12-03
101613,2017-11-30
1016137,2017-12-03
1016154,2017-11-25
1016156,2017-12-03
1016185,2017-12-02
1016191,2017-11-30
1016193,2017-11-30
1016201,2017-11-27
1016203,2017-12-03
1016219,2017-11-26
1016228,2017-11-26
1016234,2017-12-03
1016237,2017-12-02
1016247,2017-12-02
1016254,2017-12-01
1016260,2017-11-26
1016265,2017-12-03
1016277,2017-12-03
1016284,2017-12-01
1016289,2017-11-30
1016293,2017-12-03
1016298,2017-12-02
1016299,2017-11-29
1016302,2017-12-03
1016304,2017-12-01
1016318,2017-11-27
1016326,2017-12-03
1016334,2017-11-30
1016342,2017-12-02
1016350,2017-12-02
1016357,2017-12-03
1016372,2017-12-02
101638,2017-11-25
1016384,2017-12-03
1016385,2017-12-01
1016393,2017-11-28
1016394,2017-11-30
101640,2017-12-03
1016415,2017-11-30
1016418,2017-12-03
1016421,2017-11-26
1016424,2017-12-03
1016430,2017-12-02
1016451,2017-12-03
1016457,2017-12-03
1016465,2017-12-03
1016467,2017-11-30
1016472,2017-12-03
1016474,2017-11-26
1016479,2017-12-03
1016481,2017-11-27
1016498,2017-12-03
1016501,2017-12-03
1016502,2017-11-29
1016503,2017-12-01
1016512,2017-12-02
101653,2017-12-02
1016542,2017-11-28
1016554,2017-11-29
1016559,2017-12-01
1016560,2017-12-01
1016562,2017-11-30
1016568,2017-11-29
1016572,2017-11-26
1016576,2017-12-02
1016579,2017-12-02
1016582,2017-12-03
101660,2017-12-03
1016605,2017-11-27
1016606,2017-11-29
101661,2017-12-02
1016622,2017-12-03
1016639,2017-12-03
1016645,2017-11-28
1016651,2017-12-03
1016653,2017-12-03
1016659,2017-11-28
101666,2017-12-01
1016670,2017-12-01
1016682,2017-12-02
1016689,2017-11-25
1016696,2017-12-02
1016700,2017-12-01
1016710,2017-11-25
1016711,2017-12-02
1016716,2017-12-03
1016717,2017-11-27
1016721,2017-12-02
101673,2017-12-03
1016731,2017-11-27
1016732,2017-12-03
1016733,2017-11-27
101674,2017-11-25
1016741,2017-12-02
1016743,2017-11-30
1016747,2017-12-03
1016759,2017-11-29
1016774,2017-12-03
101678,2017-12-02
1016783,2017-11-27
1016784,2017-11-30
1016792,2017-12-03
1016799,2017-12-01
1016803,2017-11-29
1016808,2017-11-29
1016810,2017-11-28
1016832,2017-12-02
1016838,2017-12-02
1016855,2017-11-28
1016872,2017-12-03
1016878,2017-11-27
1016893,2017-12-01
10169,2017-11-27
1016912,2017-11-29
1016916,2017-11-26
1016919,2017-12-01
1016924,2017-12-03
1016928,2017-12-03
1016929,2017-11-29
1016939,2017-12-01
1016950,2017-12-03
1016965,2017-11-30
1016970,2017-12-01
1016977,2017-12-03
1016990,2017-11-25
1016997,2017-11-28
1016998,2017-12-02
10170,2017-12-01
1017001,2017-12-03
1017005,2017-11-29
